Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
59,No,Travel_Rarely,1032,Software,26,5,Life Sciences,1,1467,1,Male,115,3,2,Manufacturing Director,3,Married,46985,516835,0,Y,No,6,4,2,80,3,28,3,3,21,3,5,9
48,No,Non-Travel,769,Software,10,4,Technical Degree,1,1468,3,Female,135,4,3,Research Scientist,4,Single,37458,973908,1,Y,No,30,4,1,80,3,16,5,1,8,4,7,6
43,Yes,Non-Travel,495,Sales,9,3,Marketing,1,1469,4,Male,147,4,1,Manufacturing Director,1,Single,15049,316029,5,Y,No,9,1,2,80,3,25,3,2,9,9,3,2
42,Yes,Non-Travel,688,Hardware,22,5,Other,1,1470,1,Male,66,2,4,Manager,1,Divorced,11152,100368,6,Y,No,3,2,3,80,1,14,1,4,3,3,2,2
46,No,Non-Travel,1186,Hardware,11,5,Technical Degree,1,1471,2,Female,104,3,4,Laboratory Technician,2,Single,13381,80286,8,Y,Yes,28,2,4,80,1,40,2,1,37,37,19,3
56,Yes,Non-Travel,1250,Sales,29,4,Technical Degree,1,1472,1,Male,133,3,2,Sales Executive,1,Single,49161,983220,0,Y,Yes,7,4,3,80,4,5,3,3,3,2,3,1
26,No,Travel_Frequently,1188,Human Resources,7,3,Technical Degree,1,1473,2,Male,87,3,4,Human Resources,2,Single,27365,629395,7,Y,No,33,1,4,80,3,8,6,1,8,6,7,3
21,Yes,Travel_Rarely,840,Software,14,2,Medical,1,1474,4,Male,187,4,2,Manager,2,Single,35994,575904,4,Y,Yes,34,3,1,80,2,3,6,3,1,1,1,1
35,No,Travel_Rarely,1070,Human Resources,31,3,Technical Degree,1,1475,3,Male,69,3,5,Human Resources,1,Single,12703,88921,6,Y,No,2,2,4,80,4,36,2,3,9,7,7,8
50,No,Non-Travel,1419,Software,40,3,Human Resources,1,1476,4,Male,196,1,2,Sales Representative,2,Single,21656,584712,2,Y,Yes,46,2,2,80,1,8,2,3,5,4,1,5
27,Yes,Travel_Frequently,455,Support,17,1,Marketing,1,1477,2,Female,110,1,3,Manager,2,Divorced,29175,525150,2,Y,Yes,9,1,2,80,1,28,4,4,4,4,1,2
24,Yes,Travel_Rarely,354,Hardware,27,1,Other,1,1478,3,Male,185,2,3,Research Director,2,Divorced,7266,101724,8,Y,No,8,2,3,80,1,6,1,2,3,2,1,2
47,No,Non-Travel,1354,Software,21,2,Marketing,1,1479,4,Female,127,3,1,Manufacturing Director,2,Married,46476,697140,5,Y,No,40,1,2,80,3,29,2,2,12,2,11,11
39,Yes,Non-Travel,780,Hardware,28,1,Marketing,1,1480,1,Male,198,4,5,Developer,2,Divorced,31652,917908,7,Y,No,49,2,3,80,2,19,4,2,10,2,3,9
34,Yes,Travel_Frequently,888,Hardware,38,3,Other,1,1481,3,Female,136,2,5,Laboratory Technician,4,Single,8060,153140,6,Y,Yes,20,2,1,80,2,7,4,3,1,1,1,1
21,No,Non-Travel,513,Software,18,3,Human Resources,1,1482,2,Male,52,1,1,Research Director,4,Single,13613,68065,2,Y,No,42,4,4,80,2,1,6,1,1,1,1,1
55,No,Travel_Rarely,1204,Human Resources,31,3,Life Sciences,1,1483,4,Female,84,2,5,Developer,1,Single,1427,2854,1,Y,Yes,3,2,1,80,1,17,6,1,10,8,6,4
41,Yes,Travel_Rarely,1146,Human Resources,19,1,Life Sciences,1,1484,4,Female,135,3,3,Sales Executive,1,Divorced,17034,238476,1,Y,Yes,21,4,2,80,2,3,2,2,3,2,3,2
58,Yes,Travel_Rarely,281,Software,32,5,Other,1,1485,4,Male,94,4,3,Manufacturing Director,3,Married,45793,824274,6,Y,Yes,26,3,1,80,1,11,1,4,7,4,6,2
21,No,Non-Travel,874,Research & Development,39,1,Marketing,1,1486,1,Female,195,1,1,Laboratory Technician,3,Single,18533,166797,2,Y,No,17,4,3,80,3,17,5,3,2,2,2,2
48,No,Travel_Frequently,539,Research & Development,5,1,Human Resources,1,1487,1,Female,169,4,5,Research Scientist,2,Divorced,20582,308730,7,Y,No,14,3,3,80,4,19,5,4,8,8,4,6
27,No,Travel_Rarely,754,Hardware,40,1,Other,1,1488,3,Male,172,4,1,Laboratory Technician,2,Married,19842,515892,8,Y,No,6,4,1,80,2,28,5,2,21,9,7,7
51,Yes,Travel_Rarely,1063,Hardware,48,1,Technical Degree,1,1489,3,Female,78,4,4,Sales Executive,4,Single,20677,351509,2,Y,No,8,4,4,80,3,25,4,4,14,13,3,2
30,Yes,Non-Travel,1259,Software,25,4,Medical,1,1490,3,Female,136,2,5,Healthcare Representative,3,Married,9596,9596,2,Y,Yes,15,3,1,80,3,30,4,1,4,1,4,2
55,No,Travel_Frequently,1231,Hardware,11,2,Other,1,1491,4,Male,102,3,4,Manager,4,Married,36861,1105830,5,Y,Yes,28,1,1,80,1,40,5,4,17,16,10,11
21,No,Travel_Rarely,1331,Sales,40,2,Human Resources,1,1492,3,Female,34,3,4,Manufacturing Director,1,Divorced,41731,1251930,0,Y,No,25,4,3,80,1,13,2,2,6,4,5,3
47,No,Non-Travel,474,Research & Development,17,2,Technical Degree,1,1493,1,Male,34,3,5,Sales Representative,3,Divorced,22396,537504,3,Y,Yes,18,3,3,80,2,34,6,3,32,20,21,2
19,No,Travel_Frequently,1292,Sales,1,2,Technical Degree,1,1494,4,Male,149,4,4,Research Scientist,1,Married,10163,121956,6,Y,Yes,15,2,2,80,2,40,1,1,33,21,13,21
59,Yes,Travel_Rarely,257,Human Resources,49,4,Life Sciences,1,1495,3,Male,87,4,4,Research Director,1,Single,19170,383400,6,Y,No,12,2,4,80,2,14,1,3,9,9,2,4
24,No,Travel_Frequently,111,Hardware,24,3,Technical Degree,1,1496,4,Female,164,1,5,Manufacturing Director,1,Single,11947,11947,0,Y,Yes,33,1,1,80,2,37,5,4,14,3,7,1
58,Yes,Travel_Frequently,695,Hardware,10,2,Other,1,1497,2,Male,178,3,1,Manager,1,Single,29352,234816,0,Y,No,43,2,3,80,3,16,3,2,13,2,3,5
28,No,Travel_Rarely,295,Support,41,2,Human Resources,1,1498,3,Male,41,2,2,Research Scientist,4,Single,3605,90125,0,Y,Yes,7,3,4,80,1,24,2,3,6,4,5,3
46,Yes,Non-Travel,1407,Software,3,3,Life Sciences,1,1499,2,Male,132,4,1,Research Director,2,Divorced,30994,743856,3,Y,Yes,48,4,1,80,1,24,4,1,14,5,12,6
39,No,Travel_Frequently,400,Hardware,48,4,Marketing,1,1500,1,Male,178,4,5,Research Director,4,Divorced,17793,338067,0,Y,Yes,41,1,3,80,4,32,3,1,6,3,2,2
18,No,Non-Travel,1123,Human Resources,1,2,Life Sciences,1,1501,1,Male,81,3,3,Manufacturing Director,4,Divorced,48512,388096,3,Y,Yes,35,2,2,80,3,3,3,3,1,1,1,1
27,Yes,Travel_Frequently,325,Research & Development,1,5,Marketing,1,1502,1,Female,199,4,2,Human Resources,4,Single,20021,600630,8,Y,Yes,17,2,4,80,2,28,1,2,21,21,9,16
24,Yes,Travel_Rarely,731,Sales,25,1,Human Resources,1,1503,2,Female,104,3,1,Laboratory Technician,2,Single,1493,41804,6,Y,No,34,2,4,80,1,22,1,3,3,1,2,2
27,No,Travel_Frequently,1492,Human Resources,28,1,Medical,1,1504,1,Male,102,1,3,Sales Executive,1,Married,47593,713895,2,Y,Yes,40,3,1,80,4,26,5,3,11,10,1,7
51,No,Non-Travel,800,Research & Development,1,5,Technical Degree,1,1505,1,Female,194,3,5,Research Director,4,Married,17752,106512,0,Y,No,1,3,4,80,1,13,3,3,6,1,4,5
44,No,Travel_Frequently,1165,Human Resources,4,2,Life Sciences,1,1506,4,Female,109,1,4,Manager,3,Divorced,35459,744639,5,Y,Yes,42,2,1,80,3,27,6,1,3,1,1,3
51,No,Travel_Frequently,347,Hardware,12,2,Marketing,1,1507,2,Female,163,2,3,Sales Representative,4,Married,9093,127302,7,Y,No,10,1,1,80,1,37,4,1,16,15,10,7
37,No,Non-Travel,128,Software,13,1,Technical Degree,1,1508,2,Female,117,2,2,Research Director,2,Divorced,46171,1154275,2,Y,Yes,49,1,2,80,1,17,1,1,17,7,2,12
45,No,Non-Travel,1197,Research & Development,1,2,Human Resources,1,1509,2,Female,173,1,1,Manufacturing Director,2,Single,20698,455356,0,Y,No,0,3,3,80,2,9,4,2,8,6,1,1
48,No,Travel_Rarely,1263,Sales,45,4,Medical,1,1510,4,Male,171,2,2,Manufacturing Director,1,Single,33631,437203,3,Y,No,1,4,2,80,3,31,3,3,10,1,7,7
60,No,Travel_Frequently,194,Hardware,15,1,Medical,1,1511,1,Female,41,1,3,Sales Representative,3,Single,27585,165510,7,Y,Yes,41,1,1,80,2,30,1,3,28,19,23,14
49,No,Non-Travel,728,Software,14,5,Marketing,1,1512,1,Male,165,4,1,Sales Representative,3,Single,32810,459340,6,Y,Yes,16,3,2,80,1,4,4,3,2,2,2,2
26,No,Travel_Frequently,930,Support,26,1,Other,1,1513,2,Female,141,4,3,Sales Representative,4,Divorced,14075,70375,3,Y,Yes,16,1,3,80,1,21,3,3,15,7,15,14
53,No,Travel_Rarely,427,Support,8,3,Life Sciences,1,1514,1,Male,137,3,2,Research Director,1,Single,30135,572565,4,Y,Yes,44,2,1,80,1,11,3,2,3,3,3,3
40,Yes,Non-Travel,1329,Hardware,41,5,Other,1,1515,3,Male,80,4,5,Developer,4,Single,34710,694200,4,Y,Yes,11,3,1,80,1,1,1,2,1,1,1,1
47,No,Travel_Frequently,737,Hardware,6,2,Life Sciences,1,1516,4,Female,123,1,2,Research Scientist,3,Single,31725,761400,4,Y,Yes,41,2,2,80,1,30,4,1,11,9,3,6
58,No,Travel_Rarely,652,Research & Development,3,3,Medical,1,1517,3,Female,124,4,1,Manager,1,Divorced,17544,526320,5,Y,No,28,2,1,80,2,31,2,4,28,6,1,2
22,Yes,Travel_Rarely,1465,Sales,36,1,Medical,1,1518,1,Male,157,2,1,Manager,2,Married,9171,201762,4,Y,Yes,29,3,4,80,2,18,1,3,13,9,11,11
50,No,Travel_Frequently,1188,Sales,36,1,Marketing,1,1519,3,Female,83,3,1,Research Scientist,4,Divorced,33261,864786,3,Y,Yes,35,4,3,80,1,27,5,1,12,4,7,9
51,No,Travel_Rarely,153,Support,31,1,Human Resources,1,1520,1,Female,180,2,4,Developer,4,Divorced,15033,240528,8,Y,Yes,2,2,1,80,2,38,4,2,11,10,6,11
34,Yes,Non-Travel,1270,Software,45,5,Marketing,1,1521,2,Female,36,4,2,Human Resources,2,Divorced,16050,385200,6,Y,Yes,5,3,2,80,4,3,1,4,3,1,2,1
38,No,Non-Travel,969,Support,30,5,Life Sciences,1,1522,3,Male,153,3,3,Manufacturing Director,3,Single,22763,682890,0,Y,No,8,1,3,80,3,15,1,1,1,1,1,1
38,Yes,Travel_Frequently,385,Hardware,15,2,Marketing,1,1523,1,Male,92,2,1,Research Scientist,1,Single,34673,312057,2,Y,No,25,2,4,80,1,26,3,1,19,4,4,8
41,Yes,Travel_Rarely,191,Support,23,2,Human Resources,1,1524,3,Male,71,3,2,Sales Executive,3,Married,8219,8219,7,Y,Yes,2,2,1,80,2,15,3,3,14,1,1,5
33,No,Travel_Frequently,1129,Human Resources,36,5,Marketing,1,1525,2,Female,51,3,2,Laboratory Technician,1,Divorced,24668,296016,3,Y,No,4,2,2,80,3,31,5,4,26,7,23,26
57,Yes,Travel_Frequently,1464,Research & Development,45,3,Marketing,1,1526,3,Male,96,1,5,Human Resources,4,Divorced,2476,2476,2,Y,No,25,2,2,80,4,16,5,3,7,1,4,4
48,No,Non-Travel,1465,Software,16,5,Other,1,1527,1,Male,184,2,5,Manager,3,Married,5118,30708,8,Y,Yes,30,3,1,80,2,20,5,1,19,10,15,9
53,No,Non-Travel,896,Support,41,3,Technical Degree,1,1528,2,Male,52,4,1,Manager,4,Divorced,8107,105391,2,Y,Yes,20,4,3,80,2,25,1,4,24,12,7,7
39,No,Travel_Frequently,538,Support,46,3,Medical,1,1529,4,Male,158,4,3,Sales Executive,1,Divorced,15939,47817,4,Y,Yes,40,1,3,80,4,19,1,1,11,8,9,6
55,No,Travel_Frequently,1494,Human Resources,6,1,Technical Degree,1,1530,2,Female,152,4,2,Research Scientist,2,Married,33633,134532,8,Y,No,28,2,3,80,2,9,1,3,6,2,2,4
59,Yes,Travel_Frequently,1009,Software,7,5,Marketing,1,1531,4,Male,133,2,4,Laboratory Technician,1,Married,24097,698813,6,Y,No,26,4,1,80,2,34,1,2,33,15,6,21
36,Yes,Travel_Rarely,508,Software,13,3,Life Sciences,1,1532,4,Male,45,1,4,Sales Representative,1,Single,13325,293150,1,Y,No,34,4,1,80,4,17,3,4,16,1,14,7
20,No,Travel_Frequently,1051,Hardware,42,2,Other,1,1533,3,Male,114,4,3,Manufacturing Director,2,Married,9722,116664,5,Y,Yes,8,1,2,80,3,17,1,2,15,10,11,1
22,No,Travel_Rarely,1465,Support,37,3,Technical Degree,1,1534,4,Female,192,1,5,Laboratory Technician,2,Divorced,42037,168148,0,Y,Yes,45,4,3,80,1,8,5,4,4,2,2,2
44,Yes,Travel_Rarely,285,Software,16,1,Technical Degree,1,1535,4,Male,150,1,2,Human Resources,3,Married,5535,154980,8,Y,Yes,29,2,4,80,4,19,6,3,5,4,3,3
21,No,Travel_Frequently,781,Research & Development,47,4,Other,1,1536,1,Female,191,4,2,Sales Executive,1,Single,17279,155511,7,Y,Yes,46,1,4,80,4,37,1,1,29,25,5,8
19,Yes,Non-Travel,890,Human Resources,22,4,Medical,1,1537,2,Female,103,3,2,Sales Representative,3,Single,25533,612792,8,Y,No,27,4,4,80,1,1,2,4,1,1,1,1
41,No,Non-Travel,1432,Human Resources,50,1,Medical,1,1538,1,Female,187,1,1,Manager,2,Single,43188,820572,5,Y,No,19,1,1,80,4,28,6,4,23,3,8,7
42,No,Travel_Frequently,855,Human Resources,13,1,Technical Degree,1,1539,4,Male,118,4,2,Laboratory Technician,3,Divorced,31375,407875,0,Y,No,14,1,2,80,3,16,6,4,9,2,3,6
33,Yes,Travel_Rarely,1448,Human Resources,49,1,Medical,1,1540,2,Female,76,2,1,Sales Representative,2,Married,13618,177034,4,Y,Yes,29,2,3,80,4,9,4,2,6,2,4,6
31,No,Travel_Rarely,528,Sales,7,2,Technical Degree,1,1541,1,Male,93,4,5,Manufacturing Director,3,Single,47390,1421700,5,Y,No,40,2,2,80,2,23,2,3,13,4,5,4
45,Yes,Non-Travel,643,Sales,47,3,Life Sciences,1,1542,3,Male,152,3,3,Healthcare Representative,3,Single,4002,120060,2,Y,Yes,8,4,2,80,1,37,3,1,12,1,7,2
29,No,Travel_Frequently,521,Human Resources,11,1,Life Sciences,1,1543,4,Male,69,1,3,Research Director,3,Divorced,47670,1191750,4,Y,Yes,48,4,4,80,4,14,4,2,1,1,1,1
25,No,Travel_Rarely,632,Research & Development,11,1,Life Sciences,1,1544,1,Male,58,2,4,Developer,1,Married,14205,156255,4,Y,Yes,32,2,1,80,1,16,4,2,10,9,8,10
35,Yes,Non-Travel,213,Research & Development,44,5,Marketing,1,1545,1,Female,68,1,2,Human Resources,2,Single,1156,2312,1,Y,Yes,29,2,4,80,3,18,5,3,12,10,2,10
48,Yes,Travel_Rarely,230,Hardware,36,3,Human Resources,1,1546,4,Female,111,1,2,Laboratory Technician,3,Divorced,17030,68120,8,Y,Yes,46,4,3,80,2,36,6,4,5,3,1,3
48,No,Travel_Frequently,835,Research & Development,27,5,Marketing,1,1547,1,Male,198,3,4,Manager,4,Married,23180,139080,3,Y,No,39,3,2,80,4,16,2,4,14,11,5,13
33,No,Non-Travel,1219,Sales,4,1,Marketing,1,1548,2,Female,61,3,5,Research Director,1,Single,29583,354996,2,Y,Yes,46,4,3,80,4,22,6,2,2,1,2,2
20,No,Travel_Rarely,652,Support,31,1,Other,1,1549,4,Female,154,2,1,Healthcare Representative,4,Divorced,44385,399465,7,Y,Yes,42,3,4,80,3,10,4,4,2,2,2,1
54,Yes,Travel_Frequently,647,Support,6,5,Human Resources,1,1550,1,Male,125,3,4,Research Director,4,Married,37175,185875,7,Y,No,17,4,3,80,3,26,3,3,3,3,1,2
60,No,Travel_Rarely,950,Support,7,5,Human Resources,1,1551,2,Male,51,3,2,Healthcare Representative,4,Divorced,20464,613920,6,Y,No,41,2,4,80,2,36,6,2,17,3,8,13
39,No,Travel_Rarely,767,Support,37,2,Marketing,1,1552,1,Female,133,1,4,Laboratory Technician,2,Divorced,11946,131406,5,Y,No,38,3,3,80,4,2,1,2,1,1,1,1
36,No,Travel_Rarely,1232,Support,38,1,Other,1,1553,4,Female,82,2,1,Manager,2,Divorced,18662,485212,8,Y,No,38,3,3,80,4,17,2,4,15,2,1,13
51,No,Non-Travel,862,Software,19,3,Other,1,1554,2,Female,174,1,1,Research Scientist,4,Married,30914,494624,4,Y,No,44,4,2,80,4,27,6,3,26,22,16,3
58,No,Travel_Frequently,221,Human Resources,13,5,Other,1,1555,1,Female,165,4,2,Healthcare Representative,1,Married,29470,29470,7,Y,No,28,3,1,80,3,26,2,4,22,18,12,17
21,Yes,Non-Travel,1377,Support,29,1,Medical,1,1556,3,Male,186,2,2,Research Scientist,3,Divorced,10609,53045,5,Y,No,37,4,4,80,1,13,6,2,4,2,1,4
31,No,Travel_Frequently,1402,Software,7,4,Medical,1,1557,4,Male,82,3,1,Research Scientist,3,Divorced,14452,433560,5,Y,Yes,30,1,3,80,3,2,6,4,1,1,1,1
23,No,Travel_Rarely,698,Hardware,13,4,Other,1,1558,2,Female,99,4,3,Laboratory Technician,4,Single,38014,380140,1,Y,No,36,4,2,80,1,31,4,2,4,4,4,4
21,No,Non-Travel,1163,Hardware,22,5,Life Sciences,1,1559,1,Female,147,3,4,Manufacturing Director,1,Married,13638,259122,7,Y,Yes,26,1,4,80,3,15,4,4,8,2,1,2
53,No,Travel_Frequently,302,Hardware,41,4,Human Resources,1,1560,2,Male,119,1,2,Laboratory Technician,2,Single,39971,1159159,3,Y,No,49,2,1,80,1,24,5,4,11,9,11,7
50,No,Travel_Frequently,1001,Research & Development,7,3,Other,1,1561,4,Male,91,1,5,Human Resources,3,Married,48437,581244,6,Y,Yes,6,1,3,80,4,37,6,4,8,3,1,4
56,No,Non-Travel,721,Human Resources,12,3,Technical Degree,1,1562,2,Male,84,4,1,Sales Executive,2,Divorced,45754,1006588,1,Y,Yes,48,3,4,80,3,40,5,3,10,7,9,2
48,Yes,Travel_Frequently,145,Support,37,5,Life Sciences,1,1563,3,Female,50,3,2,Developer,3,Married,18482,147856,7,Y,No,9,4,2,80,2,11,1,4,8,3,4,1
29,Yes,Travel_Frequently,523,Human Resources,24,3,Life Sciences,1,1564,1,Male,160,1,5,Laboratory Technician,2,Single,9992,9992,0,Y,No,18,1,3,80,1,2,6,3,2,1,1,1
52,No,Travel_Rarely,938,Sales,46,5,Life Sciences,1,1565,4,Female,48,1,5,Research Director,2,Married,3367,84175,1,Y,No,9,2,4,80,3,31,1,3,23,17,6,2
27,No,Non-Travel,1086,Support,10,2,Life Sciences,1,1566,1,Female,165,1,1,Manufacturing Director,1,Married,25638,666588,5,Y,No,11,1,3,80,4,32,2,4,17,11,14,15
35,No,Travel_Frequently,857,Human Resources,10,2,Medical,1,1567,2,Female,87,4,2,Healthcare Representative,1,Divorced,42695,256170,5,Y,Yes,8,3,1,80,4,4,1,3,3,1,2,3
48,No,Non-Travel,652,Support,27,4,Marketing,1,1568,4,Male,50,4,4,Developer,3,Divorced,19154,249002,6,Y,Yes,8,2,3,80,3,6,6,3,3,3,1,2
40,Yes,Travel_Frequently,1414,Support,8,1,Life Sciences,1,1569,2,Female,44,1,4,Laboratory Technician,2,Single,30397,790322,7,Y,Yes,18,2,4,80,4,35,6,1,27,24,8,21
33,No,Travel_Frequently,722,Support,8,4,Other,1,1570,4,Female,118,4,1,Manager,1,Married,32619,880713,8,Y,No,14,2,4,80,2,25,3,1,21,18,18,2
46,No,Travel_Rarely,1499,Sales,33,5,Marketing,1,1571,1,Female,34,1,3,Sales Representative,2,Single,21734,347744,1,Y,Yes,33,2,3,80,1,6,4,3,3,1,2,2
26,Yes,Non-Travel,607,Support,16,2,Other,1,1572,2,Female,153,2,2,Sales Representative,1,Divorced,9934,168878,3,Y,No,47,2,2,80,3,11,4,2,10,10,10,1
32,No,Non-Travel,506,Hardware,46,3,Life Sciences,1,1573,4,Male,185,4,1,Developer,4,Single,13938,55752,8,Y,No,8,3,3,80,3,33,4,3,25,1,19,22
55,Yes,Travel_Rarely,1076,Sales,13,4,Marketing,1,1574,3,Female,81,1,3,Manager,3,Divorced,16817,134536,2,Y,No,4,3,4,80,4,23,2,2,14,1,4,1
53,Yes,Travel_Rarely,541,Sales,33,5,Life Sciences,1,1575,4,Male,55,1,4,Laboratory Technician,1,Married,23920,239200,7,Y,Yes,6,1,4,80,3,34,4,4,4,3,4,1
19,No,Non-Travel,624,Software,12,3,Marketing,1,1576,4,Male,41,2,4,Human Resources,3,Single,36774,110322,1,Y,No,33,1,1,80,1,24,2,3,8,5,6,1
45,Yes,Non-Travel,1496,Human Resources,30,1,Other,1,1577,1,Female,149,4,5,Manager,3,Divorced,48992,881856,3,Y,Yes,12,2,1,80,3,23,5,3,2,2,2,1
27,No,Travel_Rarely,402,Hardware,9,2,Human Resources,1,1578,2,Female,182,2,4,Research Scientist,4,Married,47735,334145,6,Y,Yes,47,4,3,80,1,17,6,3,3,3,1,1
28,Yes,Non-Travel,1429,Support,37,4,Human Resources,1,1579,4,Female,195,3,5,Research Director,1,Divorced,9027,45135,1,Y,No,5,4,4,80,2,15,6,2,11,7,3,8
29,No,Travel_Rarely,624,Sales,32,2,Human Resources,1,1580,4,Male,30,1,4,Laboratory Technician,4,Single,46544,139632,0,Y,Yes,0,3,4,80,4,7,6,3,3,3,1,2
36,No,Travel_Frequently,939,Sales,25,5,Marketing,1,1581,3,Female,157,2,2,Laboratory Technician,4,Married,31004,279036,3,Y,Yes,49,3,3,80,4,31,2,4,1,1,1,1
31,Yes,Non-Travel,1004,Software,28,5,Other,1,1582,2,Female,49,4,3,Healthcare Representative,4,Married,50981,1019620,1,Y,Yes,6,3,3,80,3,37,4,4,14,5,9,5
48,Yes,Travel_Rarely,832,Software,41,1,Life Sciences,1,1583,3,Female,89,4,5,Healthcare Representative,3,Single,49378,1333206,1,Y,Yes,27,2,3,80,4,20,2,2,18,16,16,4
42,Yes,Non-Travel,1327,Research & Development,1,3,Medical,1,1584,4,Male,197,1,5,Research Director,1,Married,21518,408842,0,Y,Yes,48,4,2,80,2,9,4,3,3,2,2,1
39,Yes,Travel_Frequently,906,Software,13,4,Other,1,1585,2,Female,104,4,1,Human Resources,3,Divorced,8200,229600,2,Y,No,12,2,4,80,4,9,2,3,7,2,4,6
47,No,Non-Travel,1421,Hardware,47,5,Human Resources,1,1586,3,Male,67,2,2,Research Scientist,3,Divorced,7484,44904,5,Y,No,23,3,2,80,2,4,5,3,3,3,3,1
23,No,Travel_Rarely,1047,Human Resources,4,2,Other,1,1587,4,Male,80,2,4,Manager,1,Divorced,13440,255360,8,Y,Yes,5,3,1,80,3,34,5,1,19,9,12,13
36,Yes,Non-Travel,117,Human Resources,24,5,Marketing,1,1588,4,Female,117,4,2,Research Scientist,3,Single,34837,243859,7,Y,No,41,3,2,80,2,37,6,2,1,1,1,1
46,Yes,Travel_Frequently,550,Software,42,5,Other,1,1589,4,Female,101,4,5,Sales Representative,3,Married,46435,464350,8,Y,Yes,23,4,3,80,3,31,5,2,12,5,11,8
46,Yes,Travel_Rarely,175,Software,34,4,Life Sciences,1,1590,4,Female,112,2,2,Human Resources,1,Single,15215,167365,0,Y,Yes,21,4,1,80,1,6,6,3,2,1,2,1
36,No,Travel_Rarely,356,Hardware,42,2,Technical Degree,1,1591,4,Male,161,1,4,Research Director,2,Divorced,11915,333620,3,Y,Yes,42,4,4,80,3,14,2,3,8,8,4,1
33,Yes,Travel_Frequently,1263,Research & Development,15,5,Life Sciences,1,1592,4,Male,188,2,1,Healthcare Representative,1,Married,18479,517412,3,Y,No,7,2,1,80,3,3,2,4,3,1,2,3
32,Yes,Non-Travel,640,Hardware,27,1,Marketing,1,1593,1,Female,36,1,3,Healthcare Representative,4,Divorced,6533,84929,0,Y,No,46,1,2,80,4,15,1,1,13,11,5,2
49,Yes,Travel_Frequently,1259,Support,14,3,Medical,1,1594,2,Male,46,3,1,Developer,3,Divorced,13404,93828,8,Y,Yes,17,1,1,80,4,16,5,3,14,14,6,7
50,Yes,Non-Travel,522,Hardware,40,4,Medical,1,1595,1,Female,154,4,2,Research Director,4,Single,6337,38022,3,Y,No,12,4,4,80,4,30,3,2,20,7,11,14
47,Yes,Travel_Frequently,1277,Software,47,2,Human Resources,1,1596,2,Female,89,4,4,Developer,4,Single,43732,481052,0,Y,No,5,3,2,80,2,14,4,1,13,12,9,5
31,Yes,Travel_Rarely,1439,Human Resources,21,3,Other,1,1597,3,Female,200,3,1,Manager,1,Divorced,34132,273056,7,Y,Yes,16,2,1,80,4,9,6,1,4,1,2,1
39,Yes,Non-Travel,372,Sales,1,2,Human Resources,1,1598,4,Female,71,2,2,Human Resources,1,Married,19260,134820,5,Y,No,40,4,2,80,1,20,6,4,2,1,1,1
56,Yes,Travel_Frequently,650,Sales,28,1,Life Sciences,1,1599,4,Male,101,3,4,Manager,2,Single,30160,663520,6,Y,Yes,11,3,2,80,2,30,2,2,11,1,2,9
30,Yes,Travel_Frequently,1234,Research & Development,10,4,Human Resources,1,1600,2,Male,188,2,1,Manager,1,Married,14157,99099,7,Y,Yes,14,2,3,80,3,23,2,1,6,5,5,1
53,No,Travel_Rarely,928,Software,45,3,Medical,1,1601,1,Male,76,2,3,Manufacturing Director,4,Divorced,12031,192496,0,Y,No,27,1,3,80,1,20,4,3,14,4,12,11
39,No,Travel_Frequently,919,Hardware,32,2,Medical,1,1602,4,Female,110,4,4,Human Resources,2,Divorced,27189,108756,5,Y,No,26,3,1,80,3,36,2,2,31,10,22,15
56,Yes,Non-Travel,1183,Research & Development,20,1,Life Sciences,1,1603,4,Female,185,3,4,Sales Representative,1,Divorced,22360,201240,4,Y,Yes,33,1,1,80,2,1,2,1,1,1,1,1
48,Yes,Travel_Frequently,1238,Hardware,31,1,Life Sciences,1,1604,2,Male,86,2,4,Research Scientist,2,Married,21058,42116,4,Y,No,15,4,3,80,2,14,5,3,3,1,1,3
52,No,Non-Travel,388,Hardware,29,3,Technical Degree,1,1605,3,Male,82,3,3,Research Scientist,2,Single,25029,600696,6,Y,No,34,3,4,80,1,3,2,4,1,1,1,1
36,No,Travel_Frequently,944,Hardware,22,4,Medical,1,1606,2,Female,81,3,4,Research Scientist,1,Married,20514,205140,1,Y,No,10,1,3,80,1,26,1,1,7,4,2,1
19,Yes,Travel_Frequently,1260,Hardware,6,4,Marketing,1,1607,1,Female,188,3,1,Manufacturing Director,2,Single,23522,470440,7,Y,No,4,4,4,80,3,25,1,2,8,5,2,8
42,Yes,Non-Travel,836,Sales,7,3,Human Resources,1,1608,1,Male,109,2,4,Developer,1,Divorced,11455,309285,7,Y,No,5,1,1,80,1,37,5,3,11,1,10,8
38,Yes,Travel_Frequently,531,Hardware,19,2,Life Sciences,1,1609,2,Female,101,1,5,Manager,2,Married,37270,1080830,4,Y,No,22,1,3,80,2,20,4,2,19,16,14,2
